dir,x_pos,y_pos,prediction
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,16,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,64,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,48,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,48,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,88,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,160,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,48,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,64,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,92,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,48,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,136,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,136,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,108,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,108,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,20,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,176,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,108,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,160,5
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,20,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,176,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,8,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,48,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,76,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,48,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,140,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,140,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,92,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,76,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,112,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,44,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,20,164,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,44,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,64,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,8,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,8,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,48,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,124,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,164,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,64,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,100,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,176,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,124,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,140,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,88,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,160,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,164,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,88,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,164,5
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,48,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,64,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,88,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,8,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,140,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,44,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,160,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,76,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,16,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,140,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,168,0
../random_crop/r_crop_test/random_crop_new/MariusBauer,160,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,160,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,16,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,168,5
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,80,8
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,140,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,136,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,100,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,32,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,140,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,76,64,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,20,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,140,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,88,172,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,140,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,160,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,28,88,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,92,124,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,88,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,88,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,160,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,140,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,8,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,8,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,100,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,160,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,44,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,56,100,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,40,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,100,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,164,100,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,60,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,140,48,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,164,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,76,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,48,108,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,92,84,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,156,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,176,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,84,160,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,48,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,88,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,180,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,100,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,124,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,88,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,176,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,132,136,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,20,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,16,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,136,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,16,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,76,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,176,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,112,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,40,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,132,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,172,168,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,112,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,120,112,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,176,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,128,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,108,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,20,124,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,148,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,112,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,60,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,104,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,72,160,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,152,108,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,92,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,0,68,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,52,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,16,32,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,52,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,16,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,104,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,116,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,148,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,144,56,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,80,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,4,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,8,0,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,128,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,64,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,124,24,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,68,28,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,136,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,144,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,36,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,80,12,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,180,152,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,24,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,168,72,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,140,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,44,96,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,156,76,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,48,4,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,12,20,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,116,120,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,96,36,9
../random_crop/r_crop_test/random_crop_new/MariusBauer,160,84,9
