dir,x_pos,y_pos,prediction
rembrant_crop/random_crop_new/pic1,48,16,7
rembrant_crop/random_crop_new/pic1,112,60,7
rembrant_crop/random_crop_new/pic1,96,24,7
rembrant_crop/random_crop_new/pic1,136,36,7
rembrant_crop/random_crop_new/pic1,112,56,7
rembrant_crop/random_crop_new/pic1,164,136,7
rembrant_crop/random_crop_new/pic1,136,0,7
rembrant_crop/random_crop_new/pic1,180,12,7
rembrant_crop/random_crop_new/pic1,104,12,7
rembrant_crop/random_crop_new/pic1,16,44,7
rembrant_crop/random_crop_new/pic1,64,52,7
rembrant_crop/random_crop_new/pic1,56,84,7
rembrant_crop/random_crop_new/pic1,132,16,7
rembrant_crop/random_crop_new/pic1,56,40,7
rembrant_crop/random_crop_new/pic1,116,88,7
rembrant_crop/random_crop_new/pic1,28,120,7
rembrant_crop/random_crop_new/pic1,40,108,7
rembrant_crop/random_crop_new/pic1,140,4,7
rembrant_crop/random_crop_new/pic1,4,180,7
rembrant_crop/random_crop_new/pic1,52,152,7
rembrant_crop/random_crop_new/pic1,104,132,7
rembrant_crop/random_crop_new/pic1,160,148,7
rembrant_crop/random_crop_new/pic1,56,172,7
rembrant_crop/random_crop_new/pic1,132,28,7
rembrant_crop/random_crop_new/pic1,152,36,7
rembrant_crop/random_crop_new/pic1,124,52,7
rembrant_crop/random_crop_new/pic1,12,176,7
rembrant_crop/random_crop_new/pic1,44,116,7
rembrant_crop/random_crop_new/pic1,104,24,7
rembrant_crop/random_crop_new/pic1,4,48,7
rembrant_crop/random_crop_new/pic1,0,176,7
rembrant_crop/random_crop_new/pic1,32,24,7
rembrant_crop/random_crop_new/pic1,96,140,7
rembrant_crop/random_crop_new/pic1,140,156,7
rembrant_crop/random_crop_new/pic1,24,176,7
rembrant_crop/random_crop_new/pic1,60,32,1
rembrant_crop/random_crop_new/pic1,128,148,7
rembrant_crop/random_crop_new/pic1,48,112,7
rembrant_crop/random_crop_new/pic1,148,120,7
rembrant_crop/random_crop_new/pic1,56,68,7
rembrant_crop/random_crop_new/pic1,132,84,7
rembrant_crop/random_crop_new/pic1,100,32,7
rembrant_crop/random_crop_new/pic1,80,108,7
rembrant_crop/random_crop_new/pic1,12,168,7
rembrant_crop/random_crop_new/pic1,56,28,1
rembrant_crop/random_crop_new/pic1,136,124,7
rembrant_crop/random_crop_new/pic1,76,56,7
rembrant_crop/random_crop_new/pic1,36,64,7
rembrant_crop/random_crop_new/pic1,72,28,7
rembrant_crop/random_crop_new/pic1,68,24,7
rembrant_crop/random_crop_new/pic1,92,16,7
rembrant_crop/random_crop_new/pic1,116,176,7
rembrant_crop/random_crop_new/pic1,32,152,7
rembrant_crop/random_crop_new/pic1,68,152,7
rembrant_crop/random_crop_new/pic1,88,144,7
rembrant_crop/random_crop_new/pic1,148,124,7
rembrant_crop/random_crop_new/pic1,20,92,7
rembrant_crop/random_crop_new/pic1,152,136,7
rembrant_crop/random_crop_new/pic1,124,36,7
rembrant_crop/random_crop_new/pic1,68,88,7
rembrant_crop/random_crop_new/pic1,64,176,7
rembrant_crop/random_crop_new/pic1,76,16,7
rembrant_crop/random_crop_new/pic1,48,160,7
rembrant_crop/random_crop_new/pic1,160,132,7
rembrant_crop/random_crop_new/pic1,100,56,7
rembrant_crop/random_crop_new/pic1,40,84,7
rembrant_crop/random_crop_new/pic1,124,144,7
rembrant_crop/random_crop_new/pic1,164,72,7
rembrant_crop/random_crop_new/pic1,84,160,7
rembrant_crop/random_crop_new/pic1,108,104,7
rembrant_crop/random_crop_new/pic1,180,72,7
rembrant_crop/random_crop_new/pic1,24,164,7
rembrant_crop/random_crop_new/pic1,180,0,7
rembrant_crop/random_crop_new/pic1,168,0,7
rembrant_crop/random_crop_new/pic1,176,140,7
rembrant_crop/random_crop_new/pic1,84,68,7
rembrant_crop/random_crop_new/pic1,136,76,7
rembrant_crop/random_crop_new/pic1,0,168,7
rembrant_crop/random_crop_new/pic1,136,44,7
rembrant_crop/random_crop_new/pic1,64,88,7
rembrant_crop/random_crop_new/pic1,96,52,7
rembrant_crop/random_crop_new/pic1,12,120,7
rembrant_crop/random_crop_new/pic1,4,84,7
rembrant_crop/random_crop_new/pic1,28,88,7
rembrant_crop/random_crop_new/pic1,92,172,7
rembrant_crop/random_crop_new/pic1,36,108,7
rembrant_crop/random_crop_new/pic1,52,80,7
rembrant_crop/random_crop_new/pic1,0,156,7
rembrant_crop/random_crop_new/pic1,108,36,7
rembrant_crop/random_crop_new/pic1,124,180,7
rembrant_crop/random_crop_new/pic1,132,40,7
rembrant_crop/random_crop_new/pic1,48,56,7
rembrant_crop/random_crop_new/pic1,8,4,7
rembrant_crop/random_crop_new/pic1,64,44,7
rembrant_crop/random_crop_new/pic1,76,92,7
rembrant_crop/random_crop_new/pic1,136,116,7
rembrant_crop/random_crop_new/pic1,108,144,7
rembrant_crop/random_crop_new/pic1,88,44,7
rembrant_crop/random_crop_new/pic1,96,120,7
rembrant_crop/random_crop_new/pic1,16,92,7
rembrant_crop/random_crop_new/pic1,16,72,7
rembrant_crop/random_crop_new/pic1,44,28,7
rembrant_crop/random_crop_new/pic1,28,12,7
rembrant_crop/random_crop_new/pic1,160,116,7
rembrant_crop/random_crop_new/pic1,156,8,7
rembrant_crop/random_crop_new/pic1,52,4,7
rembrant_crop/random_crop_new/pic1,176,164,7
rembrant_crop/random_crop_new/pic1,88,40,7
rembrant_crop/random_crop_new/pic1,48,52,7
rembrant_crop/random_crop_new/pic1,80,112,7
rembrant_crop/random_crop_new/pic1,36,168,7
rembrant_crop/random_crop_new/pic1,16,80,7
rembrant_crop/random_crop_new/pic1,100,44,7
rembrant_crop/random_crop_new/pic1,28,84,7
rembrant_crop/random_crop_new/pic1,20,108,7
rembrant_crop/random_crop_new/pic1,20,128,7
rembrant_crop/random_crop_new/pic1,152,116,7
rembrant_crop/random_crop_new/pic1,140,136,7
rembrant_crop/random_crop_new/pic1,56,32,7
rembrant_crop/random_crop_new/pic1,100,100,7
rembrant_crop/random_crop_new/pic1,48,148,7
rembrant_crop/random_crop_new/pic1,108,76,7
rembrant_crop/random_crop_new/pic1,132,152,7
rembrant_crop/random_crop_new/pic1,104,120,7
rembrant_crop/random_crop_new/pic1,124,28,7
rembrant_crop/random_crop_new/pic1,36,124,7
rembrant_crop/random_crop_new/pic1,128,92,7
rembrant_crop/random_crop_new/pic1,12,180,7
rembrant_crop/random_crop_new/pic1,160,56,7
rembrant_crop/random_crop_new/pic1,172,176,7
rembrant_crop/random_crop_new/pic1,48,180,7
rembrant_crop/random_crop_new/pic1,132,64,7
rembrant_crop/random_crop_new/pic1,124,140,7
rembrant_crop/random_crop_new/pic1,60,36,1
rembrant_crop/random_crop_new/pic1,156,60,7
rembrant_crop/random_crop_new/pic1,104,160,7
rembrant_crop/random_crop_new/pic1,160,44,7
rembrant_crop/random_crop_new/pic1,60,60,7
rembrant_crop/random_crop_new/pic1,20,28,7
rembrant_crop/random_crop_new/pic1,12,136,7
rembrant_crop/random_crop_new/pic1,164,148,7
rembrant_crop/random_crop_new/pic1,0,20,7
rembrant_crop/random_crop_new/pic1,36,72,7
rembrant_crop/random_crop_new/pic1,8,128,7
rembrant_crop/random_crop_new/pic1,152,164,7
rembrant_crop/random_crop_new/pic1,8,160,7
rembrant_crop/random_crop_new/pic1,172,124,7
rembrant_crop/random_crop_new/pic1,144,40,7
rembrant_crop/random_crop_new/pic1,32,36,7
rembrant_crop/random_crop_new/pic1,84,28,7
rembrant_crop/random_crop_new/pic1,100,160,7
rembrant_crop/random_crop_new/pic1,80,148,7
rembrant_crop/random_crop_new/pic1,116,180,7
rembrant_crop/random_crop_new/pic1,52,16,7
rembrant_crop/random_crop_new/pic1,104,92,7
rembrant_crop/random_crop_new/pic1,152,132,7
rembrant_crop/random_crop_new/pic1,156,24,7
rembrant_crop/random_crop_new/pic1,152,48,7
rembrant_crop/random_crop_new/pic1,40,172,7
rembrant_crop/random_crop_new/pic1,28,124,7
rembrant_crop/random_crop_new/pic1,40,80,7
rembrant_crop/random_crop_new/pic1,68,136,7
rembrant_crop/random_crop_new/pic1,64,164,7
rembrant_crop/random_crop_new/pic1,60,104,7
rembrant_crop/random_crop_new/pic1,112,52,7
rembrant_crop/random_crop_new/pic1,156,72,7
rembrant_crop/random_crop_new/pic1,144,0,7
rembrant_crop/random_crop_new/pic1,96,176,7
rembrant_crop/random_crop_new/pic1,8,116,7
rembrant_crop/random_crop_new/pic1,24,132,7
rembrant_crop/random_crop_new/pic1,180,104,7
rembrant_crop/random_crop_new/pic1,132,88,7
rembrant_crop/random_crop_new/pic1,112,96,7
rembrant_crop/random_crop_new/pic1,160,172,7
rembrant_crop/random_crop_new/pic1,0,152,7
rembrant_crop/random_crop_new/pic1,176,144,7
rembrant_crop/random_crop_new/pic1,96,72,7
rembrant_crop/random_crop_new/pic1,140,60,7
rembrant_crop/random_crop_new/pic1,116,160,7
rembrant_crop/random_crop_new/pic1,72,72,7
rembrant_crop/random_crop_new/pic1,4,92,7
rembrant_crop/random_crop_new/pic1,176,96,7
rembrant_crop/random_crop_new/pic1,64,108,7
rembrant_crop/random_crop_new/pic1,88,96,7
rembrant_crop/random_crop_new/pic1,156,144,7
rembrant_crop/random_crop_new/pic1,48,80,7
rembrant_crop/random_crop_new/pic1,60,132,7
rembrant_crop/random_crop_new/pic1,4,100,7
rembrant_crop/random_crop_new/pic1,36,28,7
rembrant_crop/random_crop_new/pic1,48,100,7
rembrant_crop/random_crop_new/pic1,160,104,7
rembrant_crop/random_crop_new/pic1,128,104,7
rembrant_crop/random_crop_new/pic1,36,84,7
rembrant_crop/random_crop_new/pic1,132,20,7
rembrant_crop/random_crop_new/pic1,20,48,7
rembrant_crop/random_crop_new/pic1,56,148,7
rembrant_crop/random_crop_new/pic1,76,8,7
rembrant_crop/random_crop_new/pic1,152,52,7
rembrant_crop/random_crop_new/pic1,40,152,7
rembrant_crop/random_crop_new/pic1,136,104,7
rembrant_crop/random_crop_new/pic1,144,8,7
rembrant_crop/random_crop_new/pic1,88,8,7
rembrant_crop/random_crop_new/pic1,48,168,7
rembrant_crop/random_crop_new/pic1,148,52,7
rembrant_crop/random_crop_new/pic1,168,20,7
rembrant_crop/random_crop_new/pic1,164,100,7
rembrant_crop/random_crop_new/pic1,148,148,7
rembrant_crop/random_crop_new/pic1,176,156,7
rembrant_crop/random_crop_new/pic1,8,40,7
rembrant_crop/random_crop_new/pic1,0,60,7
rembrant_crop/random_crop_new/pic1,140,52,7
rembrant_crop/random_crop_new/pic1,76,164,7
rembrant_crop/random_crop_new/pic1,8,44,7
rembrant_crop/random_crop_new/pic1,124,156,7
rembrant_crop/random_crop_new/pic1,16,8,7
rembrant_crop/random_crop_new/pic1,24,124,7
rembrant_crop/random_crop_new/pic1,132,32,7
rembrant_crop/random_crop_new/pic1,108,96,7
rembrant_crop/random_crop_new/pic1,28,104,7
rembrant_crop/random_crop_new/pic1,112,112,7
rembrant_crop/random_crop_new/pic1,180,20,7
rembrant_crop/random_crop_new/pic1,48,64,7
rembrant_crop/random_crop_new/pic1,80,4,7
rembrant_crop/random_crop_new/pic1,148,88,7
rembrant_crop/random_crop_new/pic1,156,68,7
rembrant_crop/random_crop_new/pic1,136,16,7
rembrant_crop/random_crop_new/pic1,108,68,7
rembrant_crop/random_crop_new/pic1,128,96,7
rembrant_crop/random_crop_new/pic1,136,92,7
rembrant_crop/random_crop_new/pic1,140,40,7
rembrant_crop/random_crop_new/pic1,104,116,7
rembrant_crop/random_crop_new/pic1,44,80,7
rembrant_crop/random_crop_new/pic1,24,52,7
rembrant_crop/random_crop_new/pic1,168,76,7
rembrant_crop/random_crop_new/pic1,68,64,7
rembrant_crop/random_crop_new/pic1,32,20,7
rembrant_crop/random_crop_new/pic1,80,136,7
rembrant_crop/random_crop_new/pic1,108,0,7
rembrant_crop/random_crop_new/pic1,180,100,7
rembrant_crop/random_crop_new/pic1,96,44,7
rembrant_crop/random_crop_new/pic1,160,176,7
rembrant_crop/random_crop_new/pic1,36,20,7
rembrant_crop/random_crop_new/pic1,8,64,7
rembrant_crop/random_crop_new/pic1,8,156,7
rembrant_crop/random_crop_new/pic1,164,44,7
rembrant_crop/random_crop_new/pic1,160,36,7
rembrant_crop/random_crop_new/pic1,124,88,7
rembrant_crop/random_crop_new/pic1,140,12,7
rembrant_crop/random_crop_new/pic1,124,160,7
rembrant_crop/random_crop_new/pic1,172,140,7
rembrant_crop/random_crop_new/pic1,24,144,7
rembrant_crop/random_crop_new/pic1,44,24,7
rembrant_crop/random_crop_new/pic1,28,108,7
rembrant_crop/random_crop_new/pic1,52,176,7
rembrant_crop/random_crop_new/pic1,72,100,7
